Freq(Hz)_by_WebPlotDigitizer,PSD(dB)_90%(red)_in_Fig2b (https://doi.org/10.1785/0120190123)
18.31122387,-93.16455815
18.31116991,-93.09831098
18.31111594,-93.03206381
18.31106198,-92.96581664
18.31100801,-92.89956947
18.31095405,-92.8333223
18.31090009,-92.76707513
18.31084612,-92.70082796
18.31079216,-92.63458079
18.3107382,-92.56833362
18.31068423,-92.50208645
18.25442035,-93.54547937
18.25438,-93.49579399
18.25432621,-93.42954682
18.25427241,-93.36329965
18.25421861,-93.29705248
18.25416482,-93.23080532
18.25411102,-93.16455815
18.25405723,-93.09831098
18.25400343,-93.03206381
18.25394963,-92.96581664
18.25389584,-92.89956947
18.25384204,-92.8333223
18.25378825,-92.76707513
18.25373445,-92.70082796
18.25368066,-92.63458079
18.25362686,-92.56833362
18.25357307,-92.50208645
18.19748467,-93.54547937
18.19744445,-93.49579399
18.19739082,-93.42954682
18.19733719,-93.36329965
18.19728356,-93.29705248
18.19722994,-93.23080532
18.19717631,-93.16455815
18.19712268,-93.09831098
18.19706905,-93.03206381
18.19701542,-92.96581664
18.1969618,-92.89956947
18.19690817,-92.8333223
18.19685454,-92.76707513
18.19680091,-92.70082796
18.19674729,-92.63458079
18.19669366,-92.56833362
18.19664003,-92.50208645
18.14072658,-93.54547937
18.14068648,-93.49579399
18.14063302,-93.42954682
18.14057956,-93.36329965
18.1405261,-93.29705248
18.14047264,-93.23080532
18.14041917,-93.16455815
18.14036571,-93.09831098
18.14031225,-93.03206381
18.14025879,-92.96581664
18.14020533,-92.89956947
18.14015187,-92.8333223
18.14009841,-92.76707513
18.14004495,-92.70082796
18.13999149,-92.63458079
18.13993803,-92.56833362
18.13988457,-92.50208645
18.08414551,-93.54547937
18.08410554,-93.49579399
18.08405225,-93.42954682
18.08399895,-93.36329965
18.08394566,-93.29705248
18.08389236,-93.23080532
18.08383907,-93.16455815
18.08378577,-93.09831098
18.08373248,-93.03206381
18.08367919,-92.96581664
18.08362589,-92.89956947
18.0835726,-92.8333223
18.08351931,-92.76707513
18.08346601,-92.70082796
18.08341272,-92.63458079
18.08335943,-92.56833362
18.08330613,-92.50208645
18.02774092,-93.54547937
18.02770108,-93.49579399
18.02764795,-93.42954682
18.02759482,-93.36329965
18.02754169,-93.29705248
18.02748856,-93.23080532
18.02743543,-93.16455815
18.02738231,-93.09831098
18.02732918,-93.03206381
18.02727605,-92.96581664
18.02722292,-92.89956947
18.0271698,-92.8333223
18.02711667,-92.76707513
18.02706354,-92.70082796
18.02701042,-92.63458079
18.02695729,-92.56833362
18.02690416,-92.50208645
17.97151226,-93.54547937
17.97147254,-93.49579399
17.97141957,-93.42954682
17.97136661,-93.36329965
17.97131365,-93.29705248
17.97126069,-93.23080532
17.97120772,-93.16455815
17.97115476,-93.09831098
17.9711018,-93.03206381
17.97104884,-92.96581664
17.97099588,-92.89956947
17.97094292,-92.8333223
17.97088995,-92.76707513
17.97083699,-92.70082796
17.97078403,-92.63458079
17.97073107,-92.56833362
17.97067811,-92.50208645
17.91545897,-93.54547937
17.91541938,-93.49579399
17.91536658,-93.42954682
17.91531378,-93.36329965
17.91526098,-93.29705248
17.91520819,-93.23080532
17.91515539,-93.16455815
17.91510259,-93.09831098
17.9150498,-93.03206381
17.914997,-92.96581664
17.9149442,-92.89956947
17.91489141,-92.8333223
17.91483861,-92.76707513
17.91478581,-92.70082796
17.91473302,-92.63458079
17.91468022,-92.56833362
17.91462743,-92.50208645
17.85958052,-93.54547937
17.85954104,-93.49579399
17.85948841,-93.42954682
17.85943578,-93.36329965
17.85938315,-93.29705248
17.85933051,-93.23080532
17.85927788,-93.16455815
17.85922525,-93.09831098
17.85917262,-93.03206381
17.85911998,-92.96581664
17.85906735,-92.89956947
17.85901472,-92.8333223
17.85896209,-92.76707513
17.85890946,-92.70082796
17.85885683,-92.63458079
17.8588042,-92.56833362
17.85875157,-92.50208645
17.80387635,-93.54547937
17.803837,-93.49579399
17.80378453,-93.42954682
17.80373206,-93.36329965
17.80367959,-93.29705248
17.80362712,-93.23080532
17.80357466,-93.16455815
17.80352219,-93.09831098
17.80346972,-93.03206381
17.80341725,-92.96581664
17.80336478,-92.89956947
17.80331232,-92.8333223
17.80325985,-92.76707513
17.80320738,-92.70082796
17.80315492,-92.63458079
17.80310245,-92.56833362
17.80304998,-92.50208645
17.74834592,-93.54547937
17.74830669,-93.49579399
17.74825439,-93.42954682
17.74820208,-93.36329965
17.74814978,-93.29705248
17.74809747,-93.23080532
17.74804517,-93.16455815
17.74799286,-93.09831098
17.74794056,-93.03206381
17.74788826,-92.96581664
17.74783595,-92.89956947
17.74778365,-92.8333223
17.74773135,-92.76707513
17.74767904,-92.70082796
17.74762674,-92.63458079
17.74757443,-92.56833362
17.74752213,-92.50208645
17.6929887,-93.54547937
17.69294959,-93.49579399
17.69289745,-93.42954682
17.6928453,-93.36329965
17.69279316,-93.29705248
17.69274102,-93.23080532
17.69268888,-93.16455815
17.69263674,-93.09831098
17.6925846,-93.03206381
17.69253246,-92.96581664
17.69248032,-92.89956947
17.69242817,-92.8333223
17.69237603,-92.76707513
17.69232389,-92.70082796
17.69227175,-92.63458079
17.69221961,-92.56833362
17.69216747,-92.50208645
17.63780413,-93.54547937
17.63776514,-93.49579399
17.63771316,-93.42954682
17.63766118,-93.36329965
17.6376092,-93.29705248
17.63755723,-93.23080532
17.63750525,-93.16455815
17.63745327,-93.09831098
17.63740129,-93.03206381
17.63734931,-92.96581664
17.63729733,-92.89956947
17.63724535,-92.8333223
17.63719338,-92.76707513
17.6371414,-92.70082796
17.63708942,-92.63458079
17.63703744,-92.56833362
17.63698547,-92.50208645
17.58279168,-93.54547937
17.58275282,-93.49579399
17.582701,-93.42954682
17.58264918,-93.36329965
17.58259737,-93.29705248
17.58254555,-93.23080532
17.58249373,-93.16455815
17.58244192,-93.09831098
17.5823901,-93.03206381
17.58233828,-92.96581664
17.58228647,-92.89956947
17.58223465,-92.8333223
17.58218284,-92.76707513
17.58213102,-92.70082796
17.5820792,-92.63458079
17.58202739,-92.56833362
17.58197557,-92.50208645
17.52795082,-93.54547937
17.52791208,-93.49579399
17.52786042,-93.42954682
17.52780876,-93.36329965
17.52775711,-93.29705248
17.52770545,-93.23080532
17.5276538,-93.16455815
17.52760214,-93.09831098
17.52755049,-93.03206381
17.52749883,-92.96581664
17.52744718,-92.89956947
17.52739553,-92.8333223
17.52734387,-92.76707513
17.52729222,-92.70082796
17.52724056,-92.63458079
17.52718891,-92.56833362
17.52713726,-92.50208645
17.473281,-93.54547937
17.47324238,-93.49579399
17.47319089,-93.42954682
17.47313939,-93.36329965
17.4730879,-93.29705248
17.47303641,-93.23080532
17.47298491,-93.16455815
17.47293342,-93.09831098
17.47288192,-93.03206381
17.47283043,-92.96581664
17.47277894,-92.89956947
17.47272744,-92.8333223
17.47267595,-92.76707513
17.47262446,-92.70082796
17.47257296,-92.63458079
17.47252147,-92.56833362
17.47246998,-92.50208645
17.41878171,-93.54547937
17.41874321,-93.49579399
17.41869187,-93.42954682
17.41864054,-93.36329965
17.4185892,-93.29705248
17.41853787,-93.23080532
17.41848654,-93.16455815
17.4184352,-93.09831098
17.41838387,-93.03206381
17.41833254,-92.96581664
17.4182812,-92.89956947
17.41822987,-92.8333223
17.41817854,-92.76707513
17.41812721,-92.70082796
17.41807588,-92.63458079
17.41802454,-92.56833362
17.41797321,-92.50208645
17.36445239,-93.54547937
17.36441401,-93.49579399
17.36436284,-93.42954682
17.36431166,-93.36329965
17.36426049,-93.29705248
17.36420932,-93.23080532
17.36415814,-93.16455815
17.36410697,-93.09831098
17.3640558,-93.03206381
17.36400462,-92.96581664
17.36395345,-92.89956947
17.36390228,-92.8333223
17.36385111,-92.76707513
17.36379993,-92.70082796
17.36374876,-92.63458079
17.36369759,-92.56833362
17.36364642,-92.50208645
17.31029253,-93.54547937
17.31025427,-93.49579399
17.31020326,-93.42954682
17.31015224,-93.36329965
17.31010123,-93.29705248
17.31005021,-93.23080532
17.3099992,-93.16455815
17.30994819,-93.09831098
17.30989717,-93.03206381
17.30984616,-92.96581664
17.30979515,-92.89956947
17.30974413,-92.8333223
17.30969312,-92.76707513
17.30964211,-92.70082796
17.3095911,-92.63458079
17.30954008,-92.56833362
17.30948907,-92.50208645
17.25630159,-93.54547937
17.25626345,-93.49579399
17.2562126,-93.42954682
17.25616174,-93.36329965
17.25611089,-93.29705248
17.25606003,-93.23080532
17.25600918,-93.16455815
17.25595832,-93.09831098
17.25590747,-93.03206381
17.25585662,-92.96581664
17.25580576,-92.89956947
17.25575491,-92.8333223
17.25570406,-92.76707513
17.2556532,-92.70082796
17.25560235,-92.63458079
17.2555515,-92.56833362
17.25550064,-92.50208645
17.20247906,-93.54547937
17.20244103,-93.49579399
17.20239034,-93.42954682
17.20233964,-93.36329965
17.20228895,-93.29705248
17.20223825,-93.23080532
17.20218755,-93.16455815
17.20213686,-93.09831098
17.20208616,-93.03206381
17.20203547,-92.96581664
17.20198477,-92.89956947
17.20193408,-92.8333223
17.20188338,-92.76707513
17.20183269,-92.70082796
17.20178199,-92.63458079
17.2017313,-92.56833362
17.2016806,-92.50208645
17.14882439,-93.54547937
17.14878649,-93.49579399
17.14873595,-93.42954682
17.14868541,-93.36329965
17.14863487,-93.29705248
17.14858434,-93.23080532
17.1485338,-93.16455815
17.14848326,-93.09831098
17.14843272,-93.03206381
17.14838219,-92.96581664
17.14833165,-92.89956947
17.14828111,-92.8333223
17.14823057,-92.76707513
17.14818004,-92.70082796
17.1481295,-92.63458079
17.14807896,-92.56833362
17.14802843,-92.50208645
17.09533708,-93.54547937
17.09529929,-93.49579399
17.09524891,-93.42954682
17.09519853,-93.36329965
17.09514815,-93.29705248
17.09509777,-93.23080532
17.09504739,-93.16455815
17.09499701,-93.09831098
17.09494663,-93.03206381
17.09489625,-92.96581664
17.09484587,-92.89956947
17.09479549,-92.8333223
17.09474511,-92.76707513
17.09469473,-92.70082796
17.09464435,-92.63458079
17.09459397,-92.56833362
17.0945436,-92.50208645
17.04201659,-93.54547937
17.04197892,-93.49579399
17.0419287,-93.42954682
17.04187847,-93.36329965
17.04182825,-93.29705248
17.04177803,-93.23080532
17.0417278,-93.16455815
17.04167758,-93.09831098
17.04162736,-93.03206381
17.04157714,-92.96581664
17.04152691,-92.89956947
17.04147669,-92.8333223
17.04142647,-92.76707513
17.04137625,-92.70082796
17.04132603,-92.63458079
17.0412758,-92.56833362
17.04122558,-92.50208645
17.00213539,-93.54547937
17.00209781,-93.49579399
17.0020477,-93.42954682
17.0019976,-93.36329965
16.9886684,-93.28877159
16.98862459,-93.23080532
16.98857452,-93.16455815
16.98852446,-93.09831098
16.98847439,-93.03206381
16.98842433,-92.96581664
16.98837426,-92.89956947
16.98832419,-92.8333223
16.98827413,-92.76707513
16.98822406,-92.70082796
16.988174,-92.63458079
16.98812393,-92.56833362
16.98807387,-92.50208645
16.93567437,-93.28049069
16.93563694,-93.23080532
16.93558703,-93.16455815
16.93553712,-93.09831098
16.93548721,-93.03206381
16.9354373,-92.96581664
16.93538739,-92.89956947
16.93533748,-92.8333223
16.93528757,-92.76707513
16.93523766,-92.70082796
16.93518775,-92.63458079
16.93513784,-92.56833362
16.93508794,-92.50208645
16.88285187,-93.28049069
16.88281456,-93.23080532
16.8827648,-93.16455815
16.88271505,-93.09831098
16.88266529,-93.03206381
16.88261554,-92.96581664
16.88256579,-92.89956947
16.88251603,-92.8333223
16.88246628,-92.76707513
16.88241653,-92.70082796
16.88236677,-92.63458079
16.88231702,-92.56833362
16.88226727,-92.50208645
16.83019413,-93.28049069
16.83015693,-93.23080532
16.83010733,-93.16455815
16.83005773,-93.09831098
16.83000813,-93.03206381
16.82995853,-92.96581664
16.82990893,-92.89956947
16.82985933,-92.8333223
16.82980974,-92.76707513
16.82976014,-92.70082796
16.82971054,-92.63458079
16.82966094,-92.56833362
16.82961134,-92.50208645
16.77770062,-93.28049069
16.77766354,-93.23080532
16.77761409,-93.16455815
16.77756465,-93.09831098
16.77751521,-93.03206381
16.77746576,-92.96581664
16.77741632,-92.89956947
16.77736687,-92.8333223
16.77731743,-92.76707513
16.77726799,-92.70082796
16.77721854,-92.63458079
16.7771691,-92.56833362
16.77711966,-92.50208645
16.72537085,-93.28049069
16.72533388,-93.23080532
16.72528459,-93.16455815
16.7252353,-93.09831098
16.72518601,-93.03206381
16.72513672,-92.96581664
16.72508743,-92.89956947
16.72503814,-92.8333223
16.72498885,-92.76707513
16.72493956,-92.70082796
16.72489027,-92.63458079
16.72484098,-92.56833362
16.72479169,-92.50208645
16.67320429,-93.28049069
16.67316743,-93.23080532
16.6731183,-93.16455815
16.67306916,-93.09831098
16.67302002,-93.03206381
16.67297089,-92.96581664
16.67292175,-92.89956947
16.67287261,-92.8333223
16.67282348,-92.76707513
16.67277434,-92.70082796
16.67272521,-92.63458079
16.67267607,-92.56833362
16.67262694,-92.50208645
16.62120043,-93.28049069
16.62116369,-93.23080532
16.62111471,-93.16455815
16.62106573,-93.09831098
16.62101674,-93.03206381
16.62096776,-92.96581664
16.62091878,-92.89956947
16.6208698,-92.8333223
16.62082081,-92.76707513
16.62077183,-92.70082796
16.62072285,-92.63458079
16.62067387,-92.56833362
16.62062488,-92.50208645
16.56935878,-93.28049069
16.56932216,-93.23080532
16.56927333,-93.16455815
16.5692245,-93.09831098
16.56917567,-93.03206381
16.56912684,-92.96581664
16.56907801,-92.89956947
16.56902918,-92.8333223
16.56898035,-92.76707513
16.56893152,-92.70082796
16.56888269,-92.63458079
16.56883386,-92.56833362
16.56878503,-92.50208645
16.51767882,-93.28049069
16.51764231,-93.23080532
16.51759364,-93.16455815
16.51754496,-93.09831098
16.51749628,-93.03206381
16.5174476,-92.96581664
16.51739892,-92.89956947
16.51735025,-92.8333223
16.51730157,-92.76707513
16.51725289,-92.70082796
16.51720421,-92.63458079
16.51715554,-92.56833362
16.51710686,-92.50208645
16.46616006,-93.28049069
16.46612366,-93.23080532
16.46607513,-93.16455815
16.46602661,-93.09831098
16.46597808,-93.03206381
16.46592955,-92.96581664
16.46588103,-92.89956947
16.4658325,-92.8333223
16.46578398,-92.76707513
16.46573545,-92.70082796
16.46568693,-92.63458079
16.4656384,-92.56833362
16.46558988,-92.50208645
16.41480198,-93.28049069
16.41476569,-93.23080532
16.41471732,-93.16455815
16.41466894,-93.09831098
16.41462057,-93.03206381
16.41457219,-92.96581664
16.41452382,-92.89956947
16.41447544,-92.8333223
16.41442707,-92.76707513
16.4143787,-92.70082796
16.41433032,-92.63458079
16.41428195,-92.56833362
16.41423357,-92.50208645
16.36360408,-93.28049069
16.36356791,-93.23080532
16.36351969,-93.16455815
16.36347146,-93.09831098
16.36342324,-93.03206381
16.36337502,-92.96581664
16.36332679,-92.89956947
16.36327857,-92.8333223
16.36323035,-92.76707513
16.36318212,-92.70082796
16.3631339,-92.63458079
16.36308568,-92.56833362
16.36303745,-92.50208645
16.31256587,-93.28049069
16.31252982,-93.23080532
16.31248174,-93.16455815
16.31243367,-93.09831098
16.3123856,-93.03206381
16.31233752,-92.96581664
16.31228945,-92.89956947
16.31224138,-92.8333223
16.3121933,-92.76707513
16.31214523,-92.70082796
16.31209716,-92.63458079
16.26168686,-93.28049069
16.26165091,-93.23080532
16.26160299,-93.16455815
16.26155506,-93.09831098
16.26150714,-93.03206381
16.26145922,-92.96581664
16.26141129,-92.89956947
16.26136337,-92.8333223
16.26131545,-92.76707513
16.26126752,-92.70082796
16.2612196,-92.63458079
16.21096653,-93.28049069
16.2109307,-93.23080532
16.21088292,-93.16455815
16.21083515,-93.09831098
16.21078737,-93.03206381
16.2107396,-92.96581664
16.21069183,-92.89956947
16.21064405,-92.8333223
16.21059628,-92.76707513
16.21054851,-92.70082796
16.21050073,-92.63458079
16.1604044,-93.28049069
16.16036868,-93.23080532
16.16032105,-93.16455815
16.16027343,-93.09831098
16.1602258,-93.03206381
16.16017818,-92.96581664
16.16013055,-92.89956947
16.16008293,-92.8333223
16.1600353,-92.76707513
16.15998768,-92.70082796
16.15994006,-92.63458079
16.11047475,-93.94296239
16.11043914,-93.89327701
16.11039166,-93.82702984
16.11034419,-93.76078267
16.11029671,-93.6945355
16.11024923,-93.62828833
16.11020175,-93.56204116
16.11015427,-93.49579399
16.1101068,-93.42954682
16.11005932,-93.36329965
16.11001184,-93.29705248
16.10996437,-93.23080532
16.10991689,-93.16455815
16.10986941,-93.09831098
16.10982194,-93.03206381
16.10977446,-92.96581664
16.10972698,-92.89956947
16.10967951,-92.8333223
16.10963203,-92.76707513
16.06022606,-93.94296239
16.06019056,-93.89327701
16.06014323,-93.82702984
16.0600959,-93.76078267
16.06004857,-93.6945355
16.06000124,-93.62828833
16.05995391,-93.56204116
16.05990658,-93.49579399
16.05985925,-93.42954682
16.05981192,-93.36329965
16.05976459,-93.29705248
16.05971726,-93.23080532
16.05966993,-93.16455815
16.05962261,-93.09831098
16.05957528,-93.03206381
16.05952795,-92.96581664
16.05948062,-92.89956947
16.05943329,-92.8333223
16.05938596,-92.76707513
16.01013409,-93.94296239
16.0100987,-93.89327701
16.01005152,-93.82702984
16.01000434,-93.76078267
16.00995715,-93.6945355
16.00990997,-93.62828833
16.00986279,-93.56204116
16.00981561,-93.49579399
16.00976843,-93.42954682
16.00972124,-93.36329965
16.00967406,-93.29705248
16.00962688,-93.23080532
16.0095797,-93.16455815
16.00953252,-93.09831098
16.00948534,-93.03206381
16.00943816,-92.96581664
16.00939098,-92.89956947
16.0093438,-92.8333223
16.00929661,-92.76707513
15.96019836,-93.94296239
15.96016308,-93.89327701
15.96011604,-93.82702984
15.96006901,-93.76078267
15.96002197,-93.6945355
15.95997494,-93.62828833
15.9599279,-93.56204116
15.95988087,-93.49579399
15.95983383,-93.42954682
15.9597868,-93.36329965
15.95973977,-93.29705248
15.95969273,-93.23080532
15.9596457,-93.16455815
15.95959866,-93.09831098
15.95955163,-93.03206381
15.9595046,-92.96581664
15.95945756,-92.89956947
15.95941053,-92.8333223
15.9593635,-92.76707513
15.91052387,-94.09201852
15.91047699,-94.02577135
15.9104301,-93.95952418
15.91038321,-93.89327701
15.91033632,-93.82702984
15.91028943,-93.76078267
15.91024254,-93.6945355
15.91019565,-93.62828833
15.91014877,-93.56204116
15.91010188,-93.49579399
15.91005499,-93.42954682
15.9100081,-93.36329965
15.90996121,-93.29705248
15.90991433,-93.23080532
15.90986744,-93.16455815
15.90982055,-93.09831098
15.90977366,-93.03206381
15.90972678,-92.96581664
15.90967989,-92.89956947
15.86089883,-94.09201852
15.86085209,-94.02577135
15.86080534,-93.95952418
15.8607586,-93.89327701
15.86071186,-93.82702984
15.86066512,-93.76078267
15.86061837,-93.6945355
15.86057163,-93.62828833
15.86052489,-93.56204116
15.86047815,-93.49579399
15.86043141,-93.42954682
15.86038466,-93.36329965
15.86033792,-93.29705248
15.86029118,-93.23080532
15.86024444,-93.16455815
15.8601977,-93.09831098
15.86015096,-93.03206381
15.86010422,-92.96581664
15.86005748,-92.89956947
15.81142856,-94.09201852
15.81138197,-94.02577135
15.81133537,-93.95952418
15.81128877,-93.89327701
15.81124218,-93.82702984
15.81119558,-93.76078267
15.81114898,-93.6945355
15.81110239,-93.62828833
15.81105579,-93.56204116
15.81100919,-93.49579399
15.8109626,-93.42954682
15.810916,-93.36329965
15.81086941,-93.29705248
15.81082281,-93.23080532
15.81077622,-93.16455815
15.81072962,-93.09831098
15.81068303,-93.03206381
15.7621126,-94.09201852
15.76206614,-94.02577135
15.76201969,-93.95952418
15.76197324,-93.89327701
15.76192679,-93.82702984
15.76188034,-93.76078267
15.76183389,-93.6945355
15.76178744,-93.62828833
15.76174098,-93.56204116
15.76169453,-93.49579399
15.76164808,-93.42954682
15.76160163,-93.36329965
15.76155518,-93.29705248
15.76150873,-93.23080532
15.76146228,-93.16455815
15.76141583,-93.09831098
15.76136938,-93.03206381
15.71295044,-94.09201852
15.71290414,-94.02577135
15.71285783,-93.95952418
15.71281152,-93.89327701
15.71276522,-93.82702984
15.71271891,-93.76078267
15.71267261,-93.6945355
15.7126263,-93.62828833
15.71257999,-93.56204116
15.71253369,-93.49579399
15.71248738,-93.42954682
15.71244108,-93.36329965
15.71239477,-93.29705248
15.71234847,-93.23080532
15.71230216,-93.16455815
15.71225586,-93.09831098
15.71220955,-93.03206381
15.68851937,-94.22451286
15.68847314,-94.15826569
15.66394163,-94.09201852
15.66389547,-94.02577135
15.66384931,-93.95952418
15.66380314,-93.89327701
15.66375698,-93.82702984
15.66371082,-93.76078267
15.66366466,-93.6945355
15.6636185,-93.62828833
15.66357234,-93.56204116
15.66352617,-93.49579399
15.66348001,-93.42954682
15.66343385,-93.36329965
15.66338769,-93.29705248
15.66334153,-93.23080532
15.66329537,-93.16455815
15.66324921,-93.09831098
15.66320305,-93.03206381
15.63958676,-94.22451286
15.63954067,-94.15826569
15.62659456,-93.09831098
15.62654851,-93.03206381
15.61508568,-94.09201852
15.61503966,-94.02577135
15.61499364,-93.95952418
15.61494762,-93.89327701
15.6149016,-93.82702984
15.61485559,-93.76078267
15.61480957,-93.6945355
15.61476355,-93.62828833
15.61471753,-93.56204116
15.61467151,-93.49579399
15.6146255,-93.42954682
15.61457948,-93.36329965
15.61453346,-93.29705248
15.61448745,-93.23080532
15.61444143,-93.16455815
15.59089866,-94.3570072
15.59085271,-94.29076003
15.59080677,-94.22451286
15.59076082,-94.15826569
15.5663821,-94.09201852
15.56633623,-94.02577135
15.56629035,-93.95952418
15.56624448,-93.89327701
15.5661986,-93.82702984
15.56615273,-93.76078267
15.56610686,-93.6945355
15.56606098,-93.62828833
15.56601511,-93.56204116
15.56596923,-93.49579399
15.56592336,-93.42954682
15.56587749,-93.36329965
15.56583161,-93.29705248
15.56578574,-93.23080532
15.56573987,-93.16455815
15.54227053,-94.3570072
15.54222472,-94.29076003
15.54217892,-94.22451286
15.54213312,-94.15826569
15.51783044,-94.09201852
15.51778471,-94.02577135
15.51773897,-93.95952418
15.51769324,-93.89327701
15.51764751,-93.82702984
15.51760178,-93.76078267
15.51755605,-93.6945355
15.51751032,-93.62828833
15.51746459,-93.56204116
15.51741886,-93.49579399
15.51737313,-93.42954682
15.51732739,-93.36329965
15.51728166,-93.29705248
15.51723593,-93.23080532
15.5171902,-93.16455815
15.49379407,-94.3570072
15.4937484,-94.29076003
15.49370274,-94.22451286
15.49365708,-94.15826569
15.46943021,-94.09201852
15.46938462,-94.02577135
15.46933903,-93.95952418
15.46929344,-93.89327701
15.46924785,-93.82702984
15.46920226,-93.76078267
15.46915667,-93.6945355
15.46911108,-93.62828833
15.4690655,-93.56204116
15.46901991,-93.49579399
15.46897432,-93.42954682
15.46892873,-93.36329965
15.46888314,-93.29705248
15.46883756,-93.23080532
15.46879197,-93.16455815
15.4454688,-94.3570072
15.44542328,-94.29076003
15.44537777,-94.22451286
15.44533225,-94.15826569
15.43263786,-93.23080532
15.43259238,-93.16455815
15.4211923,-94.10858031
15.42114685,-94.04233314
15.4211014,-93.97608597
15.42105595,-93.9098388
15.42101051,-93.84359163
15.42096506,-93.77734446
15.42091961,-93.71109729
15.42087417,-93.64485012
15.42082872,-93.57860296
15.42078328,-93.51235579
15.42073783,-93.44610862
15.42069238,-93.37986145
15.42064694,-93.31361428
15.39739636,-94.50606333
15.39736233,-94.45637795
15.39731695,-94.39013078
15.39727158,-94.32388361
15.3972262,-94.25763644
15.39718082,-94.19138927
15.3731048,-94.1251421
15.3730595,-94.05889493
15.37301419,-93.99264776
15.37296889,-93.9264006
15.37292358,-93.86015343
15.37287828,-93.79390626
15.37283297,-93.72765909
15.37278767,-93.66141192
15.37274236,-93.59516475
15.37269706,-93.52891758
15.37265176,-93.46267041
15.37260645,-93.39642324
15.37256115,-93.33017607
15.34937177,-94.50606333
15.34933784,-94.45637795
15.3492926,-94.39013078
15.34924737,-94.32388361
15.34920213,-94.25763644
15.3491569,-94.19138927
15.33712914,-94.1251421
15.33708394,-94.05889493
15.33703874,-93.99264776
15.33699354,-93.9264006
15.33694834,-93.86015343
15.33690315,-93.79390626
15.33685795,-93.72765909
15.33681275,-93.66141192
15.33676755,-93.59516475
15.33672235,-93.52891758
15.33667715,-93.46267041
15.32465917,-93.39642324
15.32461401,-93.33017607
15.30148568,-94.48950154
15.30144059,-94.42325437
15.3013955,-94.3570072
15.3013504,-94.29076003
15.27686144,-93.39642324
15.27681642,-93.33017607
15.25376023,-94.48950154
15.25371528,-94.42325437
15.25367033,-94.3570072
15.25362537,-94.29076003
15.24111101,-93.39642324
15.24106609,-93.33017607
15.20618364,-94.48950154
15.20613882,-94.42325437
15.20609401,-94.3570072
15.2060492,-94.29076003
15.15875543,-94.48950154
15.15871076,-94.42325437
15.15866609,-94.3570072
15.15862141,-94.29076003
15.11147516,-94.48950154
15.11143062,-94.42325437
15.11138609,-94.3570072
15.11134156,-94.29076003
15.08771249,-94.22451286
15.08766803,-94.15826569
15.06434235,-94.48950154
15.06429795,-94.42325437
15.06425356,-94.3570072
15.06420916,-94.29076003
15.0406538,-94.22451286
15.04060947,-94.15826569
15.01735655,-94.48950154
15.01731229,-94.42325437
15.01726804,-94.3570072
15.01722378,-94.29076003
14.99374188,-94.22451286
14.9936977,-94.15826569
14.9705173,-94.48950154
14.97047318,-94.42325437
14.97042906,-94.3570072
14.97038494,-94.29076003
14.94697629,-94.22451286
14.94693224,-94.15826569
14.92382964,-94.49778243
14.92379115,-94.43981616
14.92374717,-94.37356899
14.91980772,-94.29076003
14.9003346,-94.19138927
14.90029069,-94.1251421
14.90024677,-94.05889493
14.90020286,-93.99264776
14.87728758,-94.50606333
14.8772547,-94.45637795
14.87721085,-94.39013078
14.87716701,-94.32388361
14.87712316,-94.25763644
14.85386034,-94.19138927
14.85381656,-94.1251421
14.85377279,-94.05889493
14.85372901,-93.99264776
14.8308852,-94.50606333
14.83085242,-94.45637795
14.83080872,-94.39013078
14.83076501,-94.32388361
14.8307213,-94.25763644
14.80753103,-94.19138927
14.8074874,-94.1251421
14.80744376,-94.05889493
14.80740012,-93.99264776
14.78462756,-94.50606333
14.78459488,-94.45637795
14.78455131,-94.39013078
14.78450774,-94.32388361
14.78446417,-94.25763644
14.76134623,-94.19138927
14.76130273,-94.1251421
14.76125923,-94.05889493
14.76121572,-93.99264776
14.73851419,-94.50606333
14.73848162,-94.45637795
14.73843818,-94.39013078
14.73839475,-94.32388361
14.73835131,-94.25763644
14.71530548,-94.19138927
14.71526211,-94.1251421
14.71521874,-94.05889493
14.71517538,-93.99264776
14.69254465,-94.50606333
14.69251218,-94.45637795
14.69246888,-94.39013078
14.69242558,-94.32388361
14.69238228,-94.25763644
14.66940833,-94.19138927
14.6693651,-94.1251421
14.66932186,-94.05889493
14.66927863,-93.99264776
14.64671849,-94.50606333
14.64668612,-94.45637795
14.64664295,-94.39013078
14.64659979,-94.32388361
14.64655663,-94.25763644
14.62365433,-94.19138927
14.62361123,-94.1251421
14.62356814,-94.05889493
14.62352504,-93.99264776
14.60103527,-94.50606333
14.60100299,-94.45637795
14.60095996,-94.39013078
14.60091693,-94.32388361
14.6008739,-94.25763644
14.57804304,-94.19138927
14.57800008,-94.1251421
14.57795711,-94.05889493
14.57791415,-93.99264776
14.55549452,-94.50606333
14.55546235,-94.45637795
14.55541946,-94.39013078
14.55537656,-94.32388361
14.55533366,-94.25763644
14.53257401,-94.19138927
14.53253118,-94.1251421
14.53248835,-94.05889493
14.53244553,-93.99264776
14.51009582,-94.50606333
14.51006375,-94.45637795
14.51002099,-94.39013078
14.50997823,-94.32388361
14.50993547,-94.25763644
14.50972166,-93.9264006
14.5096789,-93.86015343
14.4872468,-94.19138927
14.48720411,-94.1251421
14.48716141,-94.05889493
14.48711872,-93.99264776
14.46483872,-94.50606333
