Freq(Hz)_by_WebPlotDigitizer, PSD(dB)_1%(yellow)_in_Fig2b(https://doi.org/10.1785/0120190123)
40.7029726,-142.551823
40.70285265,-142.4855758
40.7027327,-142.4193287
40.70261274,-142.3530815
40.70249279,-142.2868343
40.70237284,-142.2205871
40.70225289,-142.15434
40.70213293,-142.0880928
40.70201298,-142.0218456
40.64016519,-142.949306
40.64004543,-142.8830588
40.63992566,-142.8168117
40.63980589,-142.7505645
40.63968612,-142.6843173
40.63956635,-142.6180702
40.5774547,-143.346789
40.57733512,-143.2805419
40.57721553,-143.2142947
40.57709595,-143.1480475
40.57697637,-143.0818004
40.57685679,-143.0155532
40.57601972,-142.551823
40.57590014,-142.4855758
40.57578056,-142.4193287
40.57566098,-142.3530815
40.5755414,-142.2868343
40.57542182,-142.2205871
40.57530225,-142.15434
40.57518267,-142.0880928
40.57506309,-142.0218456
40.51343806,-142.9658678
40.51331866,-142.8996206
40.51319927,-142.8333735
40.51307987,-142.7671263
40.51296048,-142.7008791
40.50226617,-142.6180702
40.45092311,-143.3633508
40.4508337,-143.3136654
40.45071449,-143.2474183
40.45059528,-143.1811711
40.45047607,-143.1149239
40.45035686,-143.0486768
40.4494032,-142.5186994
40.44928399,-142.4524522
40.44916478,-142.3862051
40.44904558,-142.3199579
40.44892637,-142.2537107
40.44880717,-142.1874636
40.38710609,-142.9824296
40.38698706,-142.9161824
40.38686804,-142.8499353
40.38674902,-142.7836881
40.38663,-142.7174409
40.38651097,-142.6511938
40.38639195,-142.5849466
40.32475637,-143.3633508
40.32466724,-143.3136654
40.3245484,-143.2474183
40.32442956,-143.1811711
40.32431073,-143.1149239
40.32419189,-143.0486768
40.3232412,-142.5186994
40.32312236,-142.4524522
40.32300353,-142.3862051
40.32288469,-142.3199579
40.32276586,-142.2537107
40.32264703,-142.1874636
40.26113839,-142.9824296
40.26101974,-142.9161824
40.26090109,-142.8499353
40.26078244,-142.7836881
40.26066379,-142.7174409
40.26054514,-142.6511938
40.26042649,-142.5849466
40.22840377,-142.2537107
40.22828522,-142.1874636
40.19899795,-143.3716317
40.19889429,-143.3136654
40.19877582,-143.2474183
40.19865736,-143.1811711
40.19853889,-143.1149239
40.19842042,-143.0486768
40.1974727,-142.5186994
40.19735423,-142.4524522
40.19723577,-142.3862051
40.19711731,-142.3199579
40.13648028,-143.4958452
40.13639157,-143.4461598
40.13556359,-142.9824296
40.13544531,-142.9161824
40.13532703,-142.8499353
40.13520875,-142.7836881
40.13509047,-142.7174409
40.13497218,-142.6511938
40.1348539,-142.5849466
40.07363173,-143.3799126
40.07351363,-143.3136654
40.07339553,-143.2474183
40.07327743,-143.1811711
40.07315934,-143.1149239
40.07304124,-143.0486768
40.07209647,-142.5186994
40.07197837,-142.4524522
40.07186028,-142.3862051
40.07174219,-142.3199579
40.01129429,-143.4958452
40.01120586,-143.4461598
40.01038046,-142.9824296
40.01026254,-142.9161824
40.01014463,-142.8499353
40.01002672,-142.7836881
40.00990881,-142.7174409
40.0097909,-142.6511938
40.00967299,-142.5849466
39.94864177,-143.3799126
39.94852403,-143.3136654
39.9484063,-143.2474183
39.94828857,-143.1811711
39.94817084,-143.1149239
39.94805311,-143.0486768
39.94711129,-142.5186994
39.94699357,-142.4524522
39.94687584,-142.3862051
39.94675811,-142.3199579
39.88649876,-143.4958452
39.8864106,-143.4461598
39.88558777,-142.9824296
39.88547023,-142.9161824
39.88535268,-142.8499353
39.88523514,-142.7836881
39.88511759,-142.7174409
39.88500005,-142.6511938
39.88488251,-142.5849466
39.82404164,-143.3799126
39.82392428,-143.3136654
39.82380692,-143.2474183
39.82368955,-143.1811711
39.82357219,-143.1149239
39.82345483,-143.0486768
39.82251594,-142.5186994
39.82239858,-142.4524522
39.82228123,-142.3862051
39.82216387,-142.3199579
39.76209246,-143.4958452
39.76200458,-143.4461598
39.76118432,-142.9824296
39.76106714,-142.9161824
39.76094996,-142.8499353
39.76083278,-142.7836881
39.76071561,-142.7174409
39.76059843,-142.6511938
39.76048125,-142.5849466
39.72909036,-142.3862051
39.72897327,-142.3199579
39.69983015,-143.3799126
39.69971315,-143.3136654
39.69959616,-143.2474183
39.69947916,-143.1811711
39.69936216,-143.1149239
39.69924517,-143.0486768
39.69830921,-142.5186994
39.69819222,-142.4524522
39.63830782,-143.6283395
39.63822021,-143.5786541
39.63810339,-143.512407
39.63798658,-143.4461598
39.63716888,-142.9824296
39.63705206,-142.9161824
39.63693525,-142.8499353
39.63681844,-142.7836881
39.63670163,-142.7174409
39.63658482,-142.6511938
39.636468,-142.5849466
39.57600607,-143.3799126
39.57588944,-143.3136654
39.57577281,-143.2474183
39.57565618,-143.1811711
39.57553955,-143.1149239
39.57542292,-143.0486768
39.57448988,-142.5186994
39.57437325,-142.4524522
39.51467563,-143.6283395
39.51458829,-143.5786541
39.51447184,-143.512407
39.51435539,-143.4461598
39.51354024,-142.9824296
39.51342379,-142.9161824
39.51330734,-142.8499353
39.5131909,-142.7836881
39.51307445,-142.7174409
39.512958,-142.6511938
39.51284156,-142.5849466
39.45256821,-143.3799126
39.45245194,-143.3136654
39.45233567,-143.2474183
39.4522194,-143.1811711
39.45210313,-143.1149239
39.45198687,-143.0486768
39.45105674,-142.5186994
39.45094047,-142.4524522
39.39142906,-143.6283395
39.39134199,-143.5786541
39.3912259,-143.512407
39.39110981,-143.4461598
39.39029721,-142.9824296
39.39018112,-142.9161824
39.39006503,-142.8499353
39.38994895,-142.7836881
39.38983287,-142.7174409
39.38971678,-142.6511938
39.3896007,-142.5849466
39.32951534,-143.3799126
39.32939944,-143.3136654
39.32928353,-143.2474183
39.32916763,-143.1811711
39.32905172,-143.1149239
39.32893581,-143.0486768
39.32800859,-142.5186994
39.32789269,-142.4524522
39.26856688,-143.6283395
39.26848009,-143.5786541
39.26836436,-143.512407
39.26824864,-143.4461598
39.26743856,-142.9824296
39.26732284,-142.9161824
39.26720712,-142.8499353
39.2670914,-142.7836881
39.26697567,-142.7174409
39.26685995,-142.6511938
39.26674423,-142.5849466
39.2359744,-142.5186994
39.23585877,-142.4524522
39.20684628,-143.3799126
39.20673074,-143.3136654
39.20661519,-143.2474183
39.20649965,-143.1811711
39.2063841,-143.1149239
39.20626856,-143.0486768
39.1463475,-143.7773956
39.14623213,-143.7111485
39.14611676,-143.6449013
39.1460014,-143.5786541
39.14588603,-143.512407
39.14577067,-143.4461598
39.14496312,-142.9824296
39.14484776,-142.9161824
39.1447324,-142.8499353
39.14461704,-142.7836881
39.14450167,-142.7174409
39.14438631,-142.6511938
39.14427095,-142.5849466
39.08455983,-143.3799126
39.08444464,-143.3136654
39.08432946,-143.2474183
39.08421427,-143.1811711
39.08409909,-143.1149239
39.08398391,-143.0486768
39.02424974,-143.7773956
39.02413473,-143.7111485
39.02401972,-143.6449013
39.02390472,-143.5786541
39.02378971,-143.512407
39.02367471,-143.4461598
39.02286968,-142.9824296
39.02275468,-142.9161824
39.02263968,-142.8499353
39.02252467,-142.7836881
39.02240967,-142.7174409
39.02229467,-142.6511938
39.02217967,-142.5849466
38.96265478,-143.3799126
38.96253996,-143.3136654
38.96242513,-143.2474183
38.96231031,-143.1811711
38.96219548,-143.1149239
38.96208066,-143.0486768
38.9025328,-143.7773956
38.90241815,-143.7111485
38.90230351,-143.6449013
38.90218886,-143.5786541
38.90207421,-143.512407
38.90195956,-143.4461598
38.90115705,-142.9824296
38.9010424,-142.9161824
38.90092776,-142.8499353
38.90081312,-142.7836881
38.90069848,-142.7174409
38.90058383,-142.6511938
38.90046919,-142.5849466
38.84112996,-143.3799126
38.84101549,-143.3136654
38.84090103,-143.2474183
38.84078656,-143.1811711
38.8406721,-143.1149239
38.84055763,-143.0486768
38.7811955,-143.7773956
38.78108121,-143.7111485
38.78096692,-143.6449013
38.78085263,-143.5786541
38.78073834,-143.512407
38.78062405,-143.4461598
38.77982404,-142.9824296
38.77970975,-142.9161824
38.77959547,-142.8499353
38.77948118,-142.7836881
38.7793669,-142.7174409
38.77925261,-142.6511938
38.77913833,-142.5849466
38.71998418,-143.3799126
38.71987007,-143.3136654
38.71975596,-143.2474183
38.71964185,-143.1811711
38.71952774,-143.1149239
38.71941363,-143.0486768
38.68850261,-142.6511938
38.68838859,-142.5849466
38.66023665,-143.7773956
38.66012272,-143.7111485
38.66000879,-143.6449013
38.65989485,-143.5786541
38.65978092,-143.512407
38.65966699,-143.4461598
38.65886947,-142.9824296
38.65875554,-142.9161824
38.65864161,-142.8499353
38.65852768,-142.7836881
38.65841375,-142.7174409
38.60012629,-143.90989
38.60001254,-143.8436428
38.59921625,-143.3799126
38.5991025,-143.3136654
38.59898874,-143.2474183
38.59887499,-143.1811711
38.59876124,-143.1149239
38.59864748,-143.0486768
38.53965508,-143.7773956
38.5395415,-143.7111485
38.53942792,-143.6449013
38.53931434,-143.5786541
38.53920077,-143.512407
38.53908719,-143.4461598
38.53829216,-142.9824296
38.53817858,-142.9161824
38.53806501,-142.8499353
38.53795144,-142.7836881
38.53783786,-142.7174409
38.4797322,-143.90989
38.4796188,-143.8436428
38.478825,-143.3799126
38.4787116,-143.3136654
38.4785982,-143.2474183
38.4784848,-143.1811711
38.4783714,-143.1149239
38.478258,-143.0486768
38.4194496,-143.7773956
38.41933637,-143.7111485
38.41922315,-143.6449013
38.41910992,-143.5786541
38.4189967,-143.512407
38.41888348,-143.4461598
38.41809093,-142.9824296
38.41797771,-142.9161824
38.41786449,-142.8499353
38.41775127,-142.7836881
38.41763805,-142.7174409
38.35971362,-143.90989
38.35960057,-143.8436428
38.35880924,-143.3799126
38.3586962,-143.3136654
38.35858315,-143.2474183
38.35847011,-143.1811711
38.35835706,-143.1149239
38.35824402,-143.0486768
38.29961904,-143.7773956
38.29950617,-143.7111485
38.2993933,-143.6449013
38.29928042,-143.5786541
38.29916755,-143.512407
38.29905469,-143.4461598
38.29826461,-142.9824296
38.29815174,-142.9161824
38.29803887,-142.8499353
38.29792601,-142.7836881
38.29781314,-142.7174409
38.24006938,-143.90989
38.23995668,-143.8436428
38.23916782,-143.3799126
38.23905513,-143.3136654
38.23894244,-143.2474183
38.23882975,-143.1811711
38.23871705,-143.1149239
38.23860436,-143.0486768
38.20830239,-142.7836881
38.20818979,-142.7174409
38.18016223,-143.7773956
38.18004971,-143.7111485
38.17993719,-143.6449013
38.17982467,-143.5786541
38.17971216,-143.512407
38.17959964,-143.4461598
38.17881202,-142.9824296
38.17869951,-142.9161824
38.17858699,-142.8499353
38.121023,-144.0423843
38.12091065,-143.9761371
38.12079831,-143.90989
38.12068596,-143.8436428
38.11989956,-143.3799126
38.11978722,-143.3136654
38.11967488,-143.2474183
38.11956254,-143.1811711
38.1194502,-143.1149239
38.11933786,-143.0486768
38.06107801,-143.7773956
38.06096584,-143.7111485
38.06085367,-143.6449013
38.06074151,-143.5786541
38.06062934,-143.512407
38.06051717,-143.4461598
38.05973202,-142.9824296
38.05961985,-142.9161824
38.05950769,-142.8499353
38.00212323,-144.0423843
38.00201124,-143.9761371
38.00189924,-143.90989
38.00178725,-143.8436428
38.0010033,-143.3799126
38.00089131,-143.3136654
38.00077932,-143.2474183
38.00066733,-143.1811711
38.00055534,-143.1149239
38.00044335,-143.0486768
37.94236521,-143.7773956
37.9422534,-143.7111485
37.94214158,-143.6449013
37.94202976,-143.5786541
37.94191794,-143.512407
37.94180613,-143.4461598
37.94102342,-142.9824296
37.9409116,-142.9161824
37.94079979,-142.8499353
37.88359432,-144.0423843
37.88348267,-143.9761371
37.88337103,-143.90989
37.88325938,-143.8436428
37.88247788,-143.3799126
37.88236624,-143.3136654
37.8822546,-143.2474183
37.88214296,-143.1811711
37.88203132,-143.1149239
37.88191968,-143.0486768
37.82402268,-143.7773956
37.82391122,-143.7111485
37.82379975,-143.6449013
37.82368828,-143.5786541
37.82357681,-143.512407
37.82346534,-143.4461598
37.82268507,-142.9824296
37.82257361,-142.9161824
37.82246214,-142.8499353
37.76543509,-144.0423843
37.7653238,-143.9761371
37.7652125,-143.90989
37.7651012,-143.8436428
37.76432214,-143.3799126
37.76421085,-143.3136654
37.76409955,-143.2474183
37.76398826,-143.1811711
37.76387697,-143.1149239
37.76376568,-143.0486768
37.73406239,-142.9161824
37.73395119,-142.8499353
37.70607705,-143.7939574
37.70596593,-143.7277103
37.7058548,-143.6614631
37.70574368,-143.5952159
37.70563256,-143.5289687
37.70474361,-142.9989914
37.69567931,-143.4461598
37.64789405,-144.1914404
37.64781084,-144.1417551
37.64769989,-144.0755079
37.64758894,-144.0092607
37.64747799,-143.9430136
37.64736704,-143.8767664
37.64647946,-143.346789
37.64636851,-143.2805419
37.64625756,-143.2142947
37.64614662,-143.1480475
37.64603567,-143.0818004
37.5884992,-143.8105192
37.58838842,-143.744272
37.58827765,-143.6780249
37.58816687,-143.6117777
37.5880561,-143.5455305
37.58794532,-143.4792834
37.58783455,-143.4130362
37.58716991,-143.0155532
37.53046998,-144.1914404
37.53038702,-144.1417551
37.53027642,-144.0755079
37.53016582,-144.0092607
37.53005521,-143.9430136
37.52994461,-143.8767664
37.5290598,-143.346789
37.5289492,-143.2805419
37.5288386,-143.2142947
37.528728,-143.1480475
37.5286174,-143.0818004
37.49920958,-143.0155532
37.47126038,-143.8105192
37.47114995,-143.744272
37.47103952,-143.6780249
37.47092909,-143.6117777
37.47081866,-143.5455305
37.47070823,-143.4792834
37.4705978,-143.4130362
37.41363267,-144.3239348
37.41354998,-144.2742494
37.41343972,-144.2080022
37.41332946,-144.1417551
37.4132192,-144.0755079
37.41310894,-144.0092607
37.41299868,-143.9430136
37.41288842,-143.8767664
37.41200637,-143.346789
37.41189611,-143.2805419
37.41178586,-143.2142947
37.41167561,-143.1480475
37.35438723,-143.8105192
37.35427714,-143.744272
37.35416706,-143.6780249
37.35405697,-143.6117777
37.35394689,-143.5455305
37.3538368,-143.4792834
37.35372672,-143.4130362
37.29693926,-144.3239348
37.29685683,-144.2742494
37.29674691,-144.2080022
37.29663699,-144.1417551
37.29652708,-144.0755079
37.29641716,-144.0092607
37.29630725,-143.9430136
37.29619734,-143.8767664
37.29531803,-143.346789
37.29520812,-143.2805419
37.29509821,-143.2142947
37.2949883,-143.1480475
37.23787861,-143.8105192
37.23776886,-143.744272
37.23765912,-143.6780249
37.23754938,-143.6117777
37.23743964,-143.5455305
37.2373299,-143.4792834
37.23722016,-143.4130362
37.18060982,-144.3239348
37.18052764,-144.2742494
37.18041807,-144.2080022
37.1803085,-144.1417551
37.18019892,-144.0755079
37.18008935,-144.0092607
37.17997978,-143.9430136
37.17987021,-143.8767664
37.17899365,-143.346789
37.17888408,-143.2805419
37.17877451,-143.2142947
37.17866494,-143.1480475
37.12173338,-143.8105192
37.12162398,-143.744272
37.12151458,-143.6780249
37.12140518,-143.6117777
37.12129578,-143.5455305
37.12118638,-143.4792834
37.12107698,-143.4130362
37.06464321,-144.3239348
37.06456129,-144.2742494
37.06445206,-144.2080022
37.06434283,-144.1417551
37.0642336,-144.0755079
37.06412437,-144.0092607
37.06401514,-143.9430136
37.06390591,-143.8767664
37.06303208,-143.346789
37.06292286,-143.2805419
37.06281363,-143.2142947
37.0627044,-143.1480475
37.0059504,-143.8105192
37.00584134,-143.744272
37.00573229,-143.6780249
37.00562323,-143.6117777
37.00551417,-143.5455305
37.00540511,-143.4792834
37.00529606,-143.4130362
36.97608038,-143.2142947
36.97597141,-143.1480475
36.94905192,-144.3322157
36.94895664,-144.2742494
36.94884775,-144.2080022
36.94873886,-144.1417551
36.94862997,-144.0755079
36.94852108,-144.0092607
36.94841219,-143.9430136
36.9483033,-143.8767664
36.9474322,-143.346789
36.94732331,-143.2805419
36.89158858,-144.4564291
36.89150704,-144.4067437
36.89052856,-143.8105192
36.89041984,-143.744272
36.89031112,-143.6780249
36.8902024,-143.6117777
36.89009369,-143.5455305
36.88998497,-143.4792834
36.88987625,-143.4130362
36.83382111,-144.3404966
36.83371256,-144.2742494
36.83360401,-144.2080022
36.83349546,-144.1417551
36.83338691,-144.0755079
36.83327836,-144.0092607
36.83316981,-143.9430136
36.83306126,-143.8767664
36.83219287,-143.346789
36.83208433,-143.2805419
36.77652343,-144.4564291
36.77644214,-144.4067437
36.77546672,-143.8105192
36.77535834,-143.744272
36.77524996,-143.6780249
36.77514158,-143.6117777
36.7750332,-143.5455305
36.77492482,-143.4792834
36.77481645,-143.4130362
36.71893614,-144.3404966
36.71882792,-144.2742494
36.71871971,-144.2080022
36.7186115,-144.1417551
36.71850329,-144.0755079
36.71839508,-144.0092607
36.71828687,-143.9430136
36.71817865,-143.8767664
36.71731298,-143.346789
36.71720477,-143.2805419
36.66181717,-144.4564291
36.66173614,-144.4067437
36.66076375,-143.8105192
36.66065571,-143.744272
36.66054767,-143.6780249
36.66043963,-143.6117777
36.66033159,-143.5455305
36.66022355,-143.4792834
36.66011551,-143.4130362
36.60440949,-144.3404966
36.60430162,-144.2742494
36.60419374,-144.2080022
36.60408587,-144.1417551
36.60397799,-144.0755079
36.60387012,-144.0092607
36.60376225,-143.9430136
36.60365437,-143.8767664
36.6027914,-143.346789
36.60268353,-143.2805419
36.54746868,-144.4564291
36.5473879,-144.4067437
36.54641855,-143.8105192
36.54631084,-143.744272
36.54620314,-143.6780249
36.54609544,-143.6117777
36.54598773,-143.5455305
36.54588003,-143.4792834
36.54577233,-143.4130362
36.51713468,-143.346789
36.51702706,-143.2805419
36.49024006,-144.3404966
36.49013252,-144.2742494
36.49002498,-144.2080022
36.48991744,-144.1417551
36.4898099,-144.0755079
36.48970237,-144.0092607
36.48959483,-143.9430136
36.48948729,-143.8767664
36.43371843,-144.6054853
36.43361106,-144.5392381
36.43350369,-144.4729909
36.43339632,-144.4067437
36.43242999,-143.8105192
36.43232262,-143.744272
36.43221525,-143.6780249
36.43210788,-143.6117777
36.43200052,-143.5455305
36.43189315,-143.4792834
36.43178578,-143.4130362
36.37642672,-144.3404966
36.37631951,-144.2742494
36.37621231,-144.2080022
36.37610511,-144.1417551
36.37599791,-144.0755079
36.3758907,-144.0092607
36.3757835,-143.9430136
36.3756763,-143.8767664
36.32008138,-144.6054853
36.31997435,-144.5392381
36.31986731,-144.4729909
36.31976027,-144.4067437
36.31879696,-143.8105192
36.31868992,-143.744272
36.31858289,-143.6780249
36.31847586,-143.6117777
36.31836882,-143.5455305
36.31826179,-143.4792834
36.31815476,-143.4130362
36.26296836,-144.3404966
36.26286149,-144.2742494
36.26275462,-144.2080022
36.26264776,-144.1417551
36.26254089,-144.0755079
36.26243402,-144.0092607
36.26232715,-143.9430136
36.26222029,-143.8767664
36.20679877,-144.6054853
36.20669207,-144.5392381
36.20658536,-144.4729909
36.20647866,-144.4067437
36.20551835,-143.8105192
36.20541165,-143.744272
36.20530495,-143.6780249
36.20519825,-143.6117777
36.20509155,-143.5455305
36.20498485,-143.4792834
36.20487816,-143.4130362
36.14986388,-144.3404966
36.14975735,-144.2742494
36.14965081,-144.2080022
36.14954428,-144.1417551
36.14943774,-144.0755079
36.14933121,-144.0092607
36.14922468,-143.9430136
36.14911814,-143.8767664
36.09386948,-144.6054853
36.09376311,-144.5392381
36.09365674,-144.4729909
36.09355037,-144.4067437
36.09259306,-143.8105192
36.09248669,-143.744272
36.09238033,-143.6780249
36.09227396,-143.6117777
36.09216759,-143.5455305
36.09206123,-143.4792834
36.09195486,-143.4130362
36.03711218,-144.3404966
36.03700598,-144.2742494
36.03689977,-144.2080022
36.03679357,-144.1417551
36.03668737,-144.0755079
36.03658117,-144.0092607
36.03647496,-143.9430136
36.03636876,-143.8767664
35.98129243,-144.6054853
35.98118639,-144.5392381
35.98108035,-144.4729909
35.98097431,-144.4067437
35.98001998,-143.8105192
35.97991395,-143.744272
35.97980791,-143.6780249
35.97970188,-143.6117777
35.97959584,-143.5455305
35.97948981,-143.4792834
35.97938378,-143.4130362
35.92471215,-144.3404966
35.92460628,-144.2742494
35.92450041,-144.2080022
35.92439453,-144.1417551
35.92428866,-144.0755079
35.92418279,-144.0092607
35.92407692,-143.9430136
35.92397105,-143.8767664
35.8690665,-144.6054853
35.86896079,-144.5392381
35.86885508,-144.4729909
35.86874938,-144.4067437
35.86779802,-143.8105192
35.86769232,-143.744272
35.86758661,-143.6780249
35.86748091,-143.6117777
35.86737521,-143.5455305
35.8672695,-143.4792834
35.8671638,-143.4130362
35.8126627,-144.3404966
35.81255715,-144.2742494
35.81245161,-144.2080022
35.81234607,-144.1417551
35.81224053,-144.0755079
35.81213499,-144.0092607
35.81202945,-143.9430136
35.81192391,-143.8767664
35.78333403,-143.4792834
35.78322858,-143.4130362
35.7571906,-144.6054853
35.75708523,-144.5392381
35.75697985,-144.4729909
35.75687447,-144.4067437
35.75592608,-143.8105192
35.75582071,-143.744272
35.75571534,-143.6780249
35.75560996,-143.6117777
35.75550459,-143.5455305
35.70096272,-144.3404966
35.70085751,-144.2742494
35.7007523,-144.2080022
35.70064709,-144.1417551
35.70054188,-144.0755079
35.70043666,-144.0092607
35.70033145,-143.9430136
35.70022624,-143.8767664
35.64566365,-144.6054853
35.6455586,-144.5392381
35.64545355,-144.4729909
35.6453485,-144.4067437
35.64440308,-143.8105192
35.64429803,-143.744272
35.64419298,-143.6780249
35.64408794,-143.6117777
35.64398289,-143.5455305
35.58961115,-144.3404966
35.58950626,-144.2742494
35.58940138,-144.2080022
35.58929649,-144.1417551
35.58919161,-144.0755079
35.58908673,-144.0092607
35.58898184,-143.9430136
35.58887696,-143.8767664
35.53448455,-144.6054853
35.53437983,-144.5392381
35.53427511,-144.4729909
35.53417039,-144.4067437
35.53322791,-143.8105192
35.53312319,-143.744272
35.53301847,-143.6780249
35.53291375,-143.6117777
35.53280904,-143.5455305
35.47860688,-144.3404966
35.47850232,-144.2742494
35.47839776,-144.2080022
35.4782932,-144.1417551
35.47818865,-144.0755079
35.47808409,-144.0092607
35.47797954,-143.9430136
35.47787498,-143.8767664
35.42365222,-144.6054853
35.42354783,-144.5392381
35.42344343,-144.4729909
35.42333904,-144.4067437
35.4223995,-143.8105192
35.4222951,-143.744272
35.42219071,-143.6780249
35.42208632,-143.6117777
35.42198193,-143.5455305
35.36794883,-144.3404966
35.3678446,-144.2742494
35.36774037,-144.2080022
35.36763613,-144.1417551
35.3675319,-144.0755079
35.36742767,-144.0092607
35.36732344,-143.9430136
35.36721921,-143.8767664
35.31316558,-144.6054853
35.31306151,-144.5392381
35.31295744,-144.4729909
35.31285337,-144.4067437
35.31191676,-143.8105192
35.31181269,-143.744272
35.31170863,-143.6780249
35.31160456,-143.6117777
35.3115005,-143.5455305
35.25763592,-144.3404966
35.25753202,-144.2742494
35.25742811,-144.2080022
35.2573242,-144.1417551
35.2572203,-144.0755079
35.25711639,-144.0092607
35.25701249,-143.9430136
35.25690859,-143.8767664
35.20302354,-144.6054853
35.2029198,-144.5392381
35.20281605,-144.4729909
35.20271231,-144.4067437
35.20177862,-143.8105192
35.20167488,-143.744272
35.20157114,-143.6780249
35.2014674,-143.6117777
35.20136365,-143.5455305
35.14766708,-144.3404966
35.1475635,-144.2742494
35.14745992,-144.2080022
35.14735634,-144.1417551
35.14725276,-144.0755079
35.14714918,-144.0092607
35.1470456,-143.9430136
35.14694202,-143.8767664
35.09322504,-144.6054853
35.09312162,-144.5392381
35.0930182,-144.4729909
35.09291478,-144.4067437
35.091984,-143.8105192
35.09188058,-143.744272
35.09177716,-143.6780249
35.09167375,-143.6117777
35.09157033,-143.5455305
35.03804124,-144.3404966
35.03793798,-144.2742494
35.03783472,-144.2080022
35.03773146,-144.1417551
35.03762821,-144.0755079
35.03752495,-144.0092607
35.03742169,-143.9430136
35.03731843,-143.8767664
34.983769,-144.6054853
34.9836659,-144.5392381
34.9835628,-144.4729909
34.9834597,-144.4067437
34.98253183,-143.8105192
34.98242874,-143.744272
34.98232564,-143.6780249
34.98222255,-143.6117777
34.98211945,-143.5455305
34.92875732,-144.3404966
34.92865438,-144.2742494
34.92855145,-144.2080022
34.92844851,-144.1417551
34.92834557,-144.0755079
34.92824264,-144.0092607
34.9281397,-143.9430136
34.92803677,-143.8767664
34.87465436,-144.6054853
34.87455158,-144.5392381
34.8744488,-144.4729909
34.87434602,-144.4067437
34.87342105,-143.8105192
34.87331827,-143.744272
34.8732155,-143.6780249
34.87311272,-143.6117777
34.87300995,-143.5455305
34.81981426,-144.3404966
34.81971164,-144.2742494
34.81960902,-144.2080022
34.81950641,-144.1417551
34.81940379,-144.0755079
34.81930118,-144.0092607
34.81919857,-143.9430136
34.81909595,-143.8767664
34.76588004,-144.6054853
34.76577758,-144.5392381
34.76567513,-144.4729909
34.76557267,-144.4067437
34.76465058,-143.8105192
34.76454812,-143.744272
34.76444567,-143.6780249
34.76434322,-143.6117777
34.76424076,-143.5455305
34.71121099,-144.3404966
34.71110869,-144.2742494
34.7110064,-144.2080022
34.7109041,-144.1417551
34.71080181,-144.0755079
34.71069951,-144.0092607
34.71059722,-143.9430136
34.71049492,-143.8767664
34.65744499,-144.6054853
34.65734285,-144.5392381
34.65724072,-144.4729909
34.65713858,-144.4067437
34.65621936,-143.8105192
34.65611723,-143.744272
34.6560151,-143.6780249
34.65591296,-143.6117777
34.65581083,-143.5455305
34.60294645,-144.3404966
34.60284448,-144.2742494
34.6027425,-144.2080022
34.60264052,-144.1417551
34.60253855,-144.0755079
34.60243657,-144.0092607
34.6023346,-143.9430136
34.60223262,-143.8767664
34.54934815,-144.6054853
34.54924633,-144.5392381
34.54914452,-144.4729909
34.5490427,-144.4067437
34.54812635,-143.8105192
34.54802453,-143.744272
34.54792272,-143.6780249
34.5478209,-143.6117777
34.54771909,-143.5455305
34.4950196,-144.3404966
34.49491794,-144.2742494
34.49481628,-144.2080022
34.49471462,-144.1417551
34.49461296,-144.0755079
34.49451131,-144.0092607
34.49440965,-143.9430136
34.49430799,-143.8767664
34.44158847,-144.6054853
34.44148697,-144.5392381
34.44138547,-144.4729909
34.44128397,-144.4067437
34.44037048,-143.8105192
34.44026898,-143.744272
34.44016748,-143.6780249
34.44006598,-143.6117777
34.43996449,-143.5455305
34.38742936,-144.3404966
34.38732802,-144.2742494
34.38722668,-144.2080022
34.38712534,-144.1417551
34.387024,-144.0755079
34.38692266,-144.0092607
34.38682132,-143.9430136
34.38671998,-143.8767664
34.33416489,-144.6054853
34.33406371,-144.5392381
34.33396252,-144.4729909
34.33386134,-144.4067437
34.33295069,-143.8105192
34.33284951,-143.744272
34.33274833,-143.6780249
34.33264715,-143.6117777
34.33254597,-143.5455305
34.28017471,-144.3404966
34.28007368,-144.2742494
34.27997266,-144.2080022
34.27987163,-144.1417551
34.27977061,-144.0755079
34.27966958,-144.0092607
34.27956856,-143.9430136
34.27946753,-143.8767664
34.22707637,-144.6054853
34.2269755,-144.5392381
34.22687463,-144.4729909
34.22677376,-144.4067437
34.22586596,-143.8105192
34.22576509,-143.744272
34.22566423,-143.6780249
34.22556336,-143.6117777
34.2254625,-143.5455305
34.17325458,-144.3404966
34.17315387,-144.2742494
34.17305316,-144.2080022
34.17295245,-144.1417551
34.17285174,-144.0755079
34.17275103,-144.0092607
34.17265032,-143.9430136
34.17254961,-143.8767664
34.12032185,-144.6054853
34.1202213,-144.5392381
34.12012074,-144.4729909
34.12002019,-144.4067437
34.11911522,-143.8105192
34.11901467,-143.744272
34.11891412,-143.6780249
34.11881357,-143.6117777
34.11871302,-143.5455305
34.06666793,-144.3404966
34.06656754,-144.2742494
34.06646714,-144.2080022
34.06636675,-144.1417551
34.06626635,-144.0755079
34.06616595,-144.0092607
34.06606556,-143.9430136
34.06596517,-143.8767664
34.0139003,-144.6054853
34.01380006,-144.5392381
34.01369982,-144.4729909
34.01359958,-144.4067437
34.01269743,-143.8105192
34.0125972,-143.744272
34.01249696,-143.6780249
34.01239672,-143.6117777
34.01229649,-143.5455305
